,0
0,0.9007570147514343
1,0.0003742753469850868
2,0.005769378039985895
3,0.0017783306539058685
4,0.0003067655779886991
5,0.00010081046639243141
6,0.02224656566977501
7,0.0274752639234066
8,0.07899828255176544
9,1.0981383638863917e-05
10,0.07970258593559265
11,0.00020561729616019875
12,0.7351993322372437
13,0.0143738416954875
14,0.00036805623676627874
15,0.15048980712890625
16,0.0002453769848216325
17,0.02613641880452633
18,0.0051228757947683334
19,0.004057812970131636
20,0.002241177251562476
21,0.0008658060687594116
22,0.000269037380348891
23,7.559754158137366e-05
24,0.014539376832544804
25,0.0908244326710701
26,0.004437827039510012
27,0.9102214574813843
28,0.2516607642173767
29,0.7750733494758606
30,0.41894757747650146
31,0.9966601133346558
32,0.0011423673713579774
33,0.0112159363925457
34,0.0003430595388635993
35,0.47067442536354065
36,0.9428359866142273
37,0.0007528235437348485
38,0.005824264604598284
39,0.180503249168396
40,0.002562805311754346
41,0.02295471541583538
42,0.21733303368091583
43,9.925981430569664e-05
44,0.0002546407631598413
45,1.9568164134398103e-05
46,1.205811031468329e-06
47,3.177550752297975e-05
48,0.7985183000564575
49,0.6157562732696533
50,0.009342150762677193
51,0.030370021238923073
52,0.06233736500144005
53,0.0002761062642093748
54,0.000771242892369628
55,0.4418444037437439
56,0.005836703348904848
57,0.868578314781189
58,0.0067740329541265965
59,0.036030080169439316
60,0.004528876859694719
61,0.06084176525473595
62,0.9786615371704102
63,9.648215382185299e-06
64,9.46557629504241e-05
65,9.000849968288094e-05
66,7.955894034239464e-06
67,0.14299361407756805
68,0.004198073875159025
69,0.007640726864337921
70,0.010890072211623192
71,0.5524571537971497
72,0.6073386669158936
73,1.1373517736501526e-05
74,0.742173969745636
75,0.00018575828289613128
76,0.014116008765995502
77,1.6039425645431038e-06
78,4.958495537721319e-06
79,0.14841575920581818
80,0.03450930863618851
81,0.00016137614147737622
82,0.030239861458539963
83,0.0005464327405206859
84,0.04726714640855789
85,0.7933376431465149
86,0.007599321659654379
87,0.001405189628712833
88,0.06027473509311676
89,0.9676735401153564
90,0.6555572152137756
91,0.9048141241073608
92,4.91510727442801e-05
93,0.047164104878902435
94,0.11056026816368103
95,0.0053376988507807255
96,0.003503846237435937
97,0.0002925870940089226
98,0.004797641187906265
99,0.9992545247077942
100,0.0039121173322200775
101,0.006388687063008547
102,0.04803616553544998
103,0.015355086885392666
104,0.49634191393852234
105,0.003286545630544424
106,0.06847459822893143
107,0.169027179479599
108,0.00012061789311701432
109,0.003975155297666788
110,0.004607826936990023
111,0.00013479904737323523
112,9.617483738111332e-05
113,0.010637836530804634
114,0.03644156828522682
115,0.04942372441291809
116,0.00026098868693225086
117,0.02197846584022045
118,0.34135735034942627
119,0.00115011481102556
120,0.0030047886539250612
121,0.00033116686972789466
122,0.27546197175979614
123,0.036367714405059814
124,0.00027668706024996936
125,0.5834129452705383
126,0.006936863996088505
127,0.00023443873215001076
128,0.06801443547010422
129,0.0005632513202726841
130,0.013524170033633709
131,0.4520137310028076
132,0.003622067393735051
133,0.0008341040811501443
134,0.03658228740096092
135,0.00018523563630878925
136,0.6721715331077576
137,0.0024341074749827385
138,0.00586915947496891
139,0.29620733857154846
140,0.0027052732184529305
141,0.13436216115951538
142,0.004742595367133617
143,0.8517783880233765
144,0.00014542622375302017
145,0.0022953497245907784
146,0.001280426513403654
147,0.0366671048104763
148,4.2051502532558516e-05
149,9.17476208996959e-05
