,0
0,0.28689879179000854
1,0.8822313547134399
2,0.46290919184684753
3,0.03234051167964935
4,0.00045518550905399024
5,2.165766454709228e-05
6,0.24015864729881287
7,3.0199938549912986e-08
8,0.011561221443116665
9,0.0018002308206632733
10,0.03688444197177887
11,0.03903431072831154
12,3.9460164025229005e-09
13,0.08375697582960129
14,0.009945710189640522
15,0.028555668890476227
16,0.20125874876976013
17,1.3237796281373448e-07
18,0.3783690631389618
19,0.3375605344772339
20,0.8310025930404663
21,0.5078192949295044
22,0.10014194250106812
23,0.00036386368446983397
24,0.019743043929338455
25,0.0012066966155543923
26,0.40117689967155457
27,0.004886516369879246
28,0.23113633692264557
29,0.8027920722961426
30,0.24110960960388184
31,5.006124411011115e-06
32,0.0022282274439930916
33,8.804592653177679e-06
34,0.300365149974823
35,0.0024899609852582216
36,0.005371773615479469
37,0.04248904436826706
38,0.0009562227642163634
39,6.6393417910148855e-06
40,0.00022127284319140017
41,0.0025645385030657053
42,0.3192412555217743
43,0.020587440580129623
44,0.12896153330802917
45,0.016948048025369644
46,0.007026768289506435
47,0.44155773520469666
48,0.20936650037765503
49,0.5485217571258545
50,0.004306579940021038
51,0.011399863287806511
52,0.009774354286491871
53,0.0023854938335716724
54,0.16953060030937195
55,0.1709749847650528
56,0.0001408078969689086
57,0.6236273050308228
58,0.019016768783330917
59,0.5567694306373596
60,0.6121101379394531
61,0.05898604169487953
62,0.486308217048645
63,0.358468621969223
64,0.03299710527062416
65,0.0005364522221498191
66,0.002291016047820449
67,0.04633207619190216
68,0.0007464087102562189
69,8.546793105779216e-05
70,0.013012545183300972
71,0.07202667742967606
72,0.021559372544288635
73,0.2959706783294678
74,0.30605900287628174
75,0.723645806312561
76,0.0035127680748701096
77,0.05856211483478546
78,0.0041329143568873405
79,0.20175373554229736
80,0.09374915808439255
81,0.46368223428726196
82,0.7175544500350952
83,0.0019399122102186084
84,0.005138030741363764
85,0.0836893767118454
86,0.001822596532292664
87,0.0040742941200733185
88,0.014749941416084766
89,0.017238996922969818
90,0.19502869248390198
91,0.34473884105682373
92,0.06609390676021576
93,4.5819355254383964e-11
94,0.00037676625652238727
95,0.6999068260192871
96,0.001524256425909698
97,0.5106866359710693
98,0.24276335537433624
99,0.03951231390237808
100,0.0970916673541069
101,1.423446610715473e-05
102,0.7361212372779846
103,0.055393390357494354
104,0.608863890171051
105,0.005223395302891731
106,0.09483528882265091
107,0.0028544822707772255
108,0.49484238028526306
109,0.02067513018846512
110,0.0009875331306830049
111,0.03357758745551109
112,0.005960000678896904
113,0.4502665102481842
114,2.827950993378181e-05
115,7.84860021667555e-05
116,0.03645467013120651
117,0.22377602756023407
118,0.04178739711642265
119,0.0018886062316596508
120,6.113158406151342e-07
121,0.11077775806188583
122,0.38192611932754517
123,0.007917862385511398
124,0.0050667342729866505
125,0.01123539824038744
126,0.3602713346481323
127,0.0208282433450222
128,0.0013087939005345106
129,0.07278697192668915
130,0.3251875042915344
131,0.6307302117347717
132,0.0021805656142532825
133,0.04022115096449852
134,0.031824152916669846
135,0.16100294888019562
136,0.000924867345020175
137,0.014791605062782764
138,8.398804425269191e-07
139,0.008707341738045216
140,0.5383487939834595
141,0.17106761038303375
142,0.0051594809629023075
143,0.3644472062587738
144,0.18610477447509766
145,0.01821587048470974
146,0.00027817627415060997
147,0.004662760999053717
148,0.7034152150154114
149,0.10472714900970459
