,0
0,3.257082266439587e-05
1,0.0018723375522797384
2,0.0001651419409142528
3,2.1212033231375408e-05
4,4.817244056150835e-06
5,0.00037965499067017436
6,1.497531751104193e-05
7,0.9999867668828779
8,0.015832443317117847
9,8.370183850602949e-08
10,0.0007889649588624547
11,0.0005817063251865616
12,0.0010456672810374118
13,0.009146644276999258
14,3.572551957621733e-06
15,0.0012409448947192266
16,0.9986286575803427
17,0.00023684313949973268
18,0.003000965465874457
19,0.8177329760985214
20,0.0002979967267811751
21,0.9999928994481285
22,0.006228233931412088
23,2.0799565961635562e-06
24,0.47643580817549874
25,6.648454951986782e-05
26,0.004582998333005667
27,0.005230242799891174
28,8.524109562882115e-05
29,8.444939698313325e-05
30,3.4142772953263504e-07
31,2.871262831029249e-05
32,1.7714180020170702e-06
33,0.000348909076089471
34,0.9982522750116559
35,2.0404648416557724e-05
36,1.0179451422226651e-05
37,2.090160372626999e-06
38,0.0002663191034408537
39,8.68679824108818e-05
40,1.4012905235031025e-06
41,4.382521868624218e-05
42,2.972408072873758e-06
43,4.3974114105062234e-06
44,0.9999892522238377
45,0.0003787402128772134
46,6.192776442754189e-05
47,1.5552358774711874e-05
48,3.569516014054565e-05
49,6.259430476554819e-06
50,7.451077801246551e-07
51,1.017647874954333e-05
52,2.3799419425831743e-06
53,1.3902568646114148e-05
54,0.3539753686914742
55,0.9999640987528282
56,0.00013556190414007973
57,0.006078481103889011
58,0.001221219690912063
59,0.998746384229747
60,0.008507005614186127
61,1.159328923866413e-05
62,0.00032440770426060705
63,0.9994382667851076
64,0.9998788171315832
65,0.0024555603353944647
66,0.0009680637596422678
67,0.9993171381480777
68,7.667818997736123e-06
69,8.755248162468962e-05
70,0.8463494332110608
71,3.1411542460312585e-05
72,0.001535179282708421
73,0.0011483032722328019
74,2.3747110801767223e-06
75,9.321419802360684e-05
76,0.9996918104678455
77,5.710811522927171e-05
78,0.0005764743178490607
79,0.8727879136135659
80,0.9996004950109109
81,3.447896722695635e-05
82,0.9999826287699318
83,9.29228884669777e-05
84,0.009192946241208692
85,0.05144831394874031
86,5.048272854575885e-07
87,0.00025562529009754575
88,0.004781017965468635
89,0.00037721720082822954
90,8.615569803700659e-05
91,0.00553268562648684
92,0.9999490482738366
93,0.00020845404032927907
94,1.5007854219645787e-06
95,0.00030451253543710595
96,0.9974894823136845
97,0.0010396505587511491
98,7.5000647602311354e-06
99,0.000567064456106727
100,0.9995447578504116
101,0.0003605459458951357
102,0.001327266143202778
103,1.703871695203722e-05
104,4.849214266500103e-06
105,2.524355104659846e-06
106,0.0003563822940901226
107,0.000166225708023657
108,0.00013767101958195391
109,0.04415677910428927
110,4.8097787896164385e-05
111,3.365835724926583e-05
112,3.116732005753186e-05
113,0.9999543397372969
114,0.00032367334432722614
115,5.837049246954369e-05
116,2.090982590986531e-05
117,0.9999682302599803
118,0.9998785503650368
119,5.58949721532954e-05
120,7.11558695584751e-05
121,1.6688822537652214e-05
122,5.5794430712634905e-05
123,0.0001820379713990946
124,0.008989406229578275
125,0.0023494873266108897
126,0.00011514863708288652
127,0.0022756496844133565
128,2.5695503170774886e-05
129,3.432557270148596e-05
130,0.9998043997583117
131,0.028991331850753338
132,0.02829050930234341
133,3.0117940722921012e-05
134,3.3723387497888095e-05
135,0.0010566387647345616
136,4.1946337377985156e-05
137,0.9992849424860116
138,9.990751078770815e-05
139,0.4506598143569368
140,0.9945375733634733
141,6.036502193552393e-05
142,5.221924845377933e-05
143,0.0016755092826308444
144,1.7892014510332356e-05
145,1.4341245174182062e-05
146,3.5909509946379555e-05
147,0.0019278859594020175
148,0.01342802765106632
149,0.9949206169935211
